# BUSCO version is: 3.0.2 
# The lineage dataset is: embryophyta_odb9 (Creation date: 2016-02-13, number of species: 30, number of BUSCOs: 1440)
# To reproduce this run: python /opt/linux/centos/7.x/x86_64/pkgs/busco/3.0.2/scripts/run_BUSCO.py -i /rhome/arajewski/bigdata/Datura/2_ABySS/k_95/Dstr_v1.3_k95-scaffolds.fa -o Dstr_v1.3_k95 -l /srv/projects/db/BUSCO/v9/embryophyta_odb9/ -m genome -c 16 -z -sp tomato
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG09360002	Complete	3371465	1480	14427	5003.7	2476
EOG0936000A	Fragmented	6908600	1	7998	3205.1	1821
EOG0936001N	Complete	1208125	596	5117	2352.3	1231
EOG0936001W	Complete	8674242	1	8165	1851.2	1118
EOG09360025	Complete	8607074	1	5400	1072.8	520
EOG0936003Z	Complete	8546195	727	19827	2247.2	1671
EOG0936004R	Complete	3601861	662	4960	1056.9	658
EOG0936004W	Complete	401686	801	15177	1927.3	1184
EOG0936008E	Complete	2554220	685	5614	385.2	326
EOG0936008K	Complete	8614355	2	5240	2453.7	1149
EOG09360091	Fragmented	8600189	13	5520	1709.7	1010
EOG0936009W	Missing
EOG093600CA	Missing
EOG093600CH	Missing
EOG093600CL	Complete	8640189	1	10069	1039.1	629
EOG093600DF	Missing
EOG093600DJ	Fragmented	2354372	1	6796	1087.8	548
EOG093600DL	Complete	8600925	1888	7956	1843.1	1084
EOG093600EH	Complete	8621107	1	8597	1994.5	1087
EOG093600FR	Complete	8571562	1	4626	805.9	584
EOG093600G6	Complete	8669646	1	7957	1164.4	906
EOG093600GM	Complete	8667427	336	4928	2113.3	1193
EOG093600H1	Fragmented	8637086	3167	9487	572.6	351
EOG093600IQ	Complete	8639721	1783	10873	1943.9	1103
EOG093600K5	Complete	7918776	1	6152	1334.0	764
EOG093600LV	Complete	2386554	1246	10201	1180.8	724
EOG093600N9	Complete	8665418	1	6000	955.1	679
EOG093600NS	Missing
EOG093600O6	Missing
EOG093600OF	Missing
EOG093600ON	Fragmented	7161264	1	5503	1154.7	633
EOG093600OU	Fragmented	8677021	660	8112	806.1	445
EOG093600P5	Fragmented	686095	1175	5820	896.0	655
EOG093600PE	Fragmented	8676011	2909	7531	1573.3	773
EOG093600QB	Complete	7681873	959	3610	366.4	508
EOG093600R5	Missing
EOG093600SL	Missing
EOG093600SS	Fragmented	1465934	347	5058	1152.2	703
EOG093600SY	Fragmented	201	445	2567	1002.4	446
EOG093600T6	Complete	3034459	1306	6457	885.6	628
EOG093600T8	Complete	4690746	1	4035	990.8	696
EOG093600TY	Missing
EOG093600TZ	Complete	8571447	1	6915	501.2	325
EOG093600U4	Complete	4540691	337	3667	308.2	882
EOG093600U9	Missing
EOG093600UX	Missing
EOG093600W2	Missing
EOG093600WS	Complete	8580124	5392	8777	755.4	993
EOG093600X9	Missing
EOG093600XL	Fragmented	4787475	4000	6684	1506.0	856
EOG093600YH	Complete	8606250	3389	7217	1439.2	905
EOG093600ZL	Complete	8555322	1265	5800	1431.8	841
EOG0936011P	Complete	6802034	2	6314	582.1	673
EOG0936011U	Complete	8636360	2	5451	1079.7	694
EOG0936011V	Complete	8658862	1	5468	766.1	462
EOG09360146	Complete	7199502	1	2777	1446.0	774
EOG09360155	Missing
EOG0936015N	Complete	8546770	2	2783	1176.0	780
EOG0936017C	Missing
EOG0936017K	Missing
EOG09360199	Complete	8526038	2328	5076	1412.2	738
EOG0936019N	Complete	7069462	366	3325	693.5	692
EOG0936019X	Complete	2366193	1	3712	861.4	424
EOG093601AL	Missing
EOG093601AN	Missing
EOG093601CE	Fragmented	1896160	1293	7932	945.6	669
EOG093601CM	Fragmented	8574659	1	2291	417.7	398
EOG093601CX	Complete	5988562	1376	5758	1396.9	898
EOG093601DT	Missing
EOG093601FF	Missing
EOG093601FH	Complete	8662494	1	12807	1691.3	1007
EOG093601G4	Complete	2150046	4068	7297	1322.7	733
EOG093601IB	Complete	442896	336	4096	1256.3	800
EOG093601IL	Fragmented	8564708	1	4414	1089.1	677
EOG093601IV	Complete	543129	1	4101	533.5	267
EOG093601IY	Complete	4330679	654	4210	1106.7	780
EOG093601KV	Fragmented	6795840	1	4350	934.5	588
EOG093601KY	Missing
EOG093601LZ	Complete	5779212	1	3105	351.3	185
EOG093601M6	Complete	8627772	1	6474	719.8	542
EOG093601MF	Complete	8582323	2216	9297	1929.1	1101
EOG093601MT	Complete	8584608	552	6970	930.1	736
EOG093601NK	Complete	8674124	123	9499	1400.1	800
EOG093601NU	Complete	8523353	1302	8887	1479.2	922
EOG093601OK	Complete	8562738	1075	3904	1359.9	742
EOG093601PF	Fragmented	8524335	1	5103	1189.6	606
EOG093601PJ	Missing
EOG093601PV	Fragmented	4633155	536	4279	462.1	221
EOG093601Q7	Complete	1153975	1	5324	701.7	663
EOG093601QL	Fragmented	8180333	1	6144	640.6	450
EOG093601SL	Fragmented	8649453	272	3261	527.4	335
EOG093601SQ	Complete	8674426	1	5099	1203.2	642
EOG093601T9	Missing
EOG093601TO	Complete	8670616	843	6337	1115.8	566
EOG093601TR	Complete	8607438	5276	10266	1130.2	785
EOG093601U2	Complete	8564235	298	4007	1159.3	766
EOG093601UA	Complete	6713844	1	7917	1206.5	687
EOG093601UC	Complete	8553793	1206	10206	1383.5	720
EOG093601V0	Missing
EOG093601VD	Complete	7366299	2	2261	1226.1	663
EOG093601WC	Fragmented	8568532	1	6666	484.4	280
EOG093601XR	Complete	8548662	331	6796	848.0	522
EOG093601Y2	Missing
EOG093601Y6	Complete	4965463	1115	4074	1233.7	775
EOG09360205	Complete	8633707	3156	6005	1100.6	694
EOG0936020C	Complete	1251163	3205	7507	1180.1	702
EOG0936020T	Fragmented	2962709	1675	6718	1466.7	718
EOG0936021K	Complete	8534226	96	2945	1119.7	736
EOG09360236	Fragmented	3312947	1	3248	313.7	189
EOG0936023S	Complete	8646413	6624	14457	1446.8	859
EOG0936024P	Fragmented	8655701	361	3954	636.0	319
EOG0936024U	Complete	4452677	2280	6747	600.3	382
EOG09360254	Complete	8584075	4919	7737	1118.6	696
EOG09360259	Complete	4960265	961	3777	1167.2	684
EOG0936025H	Complete	8583607	819	5857	1277.5	709
EOG0936025L	Complete	5462237	1	8488	1149.6	693
EOG0936026P	Complete	8630603	399	3213	999.7	701
EOG0936026R	Fragmented	8559388	405	3757	423.1	478
EOG0936026Z	Fragmented	3401341	1	4185	771.4	408
EOG0936027I	Complete	2947434	1643	4447	1083.4	654
EOG0936028K	Complete	7462423	1	6567	718.2	548
EOG0936028O	Complete	4959530	1	3443	288.1	355
EOG0936028V	Complete	8600264	10325	12972	1054.1	696
EOG09360296	Missing
EOG093602A0	Fragmented	8557580	842	3556	1272.2	649
EOG093602C3	Complete	702292	86	2617	984.5	605
EOG093602CL	Missing
EOG093602E8	Missing
EOG093602EO	Complete	8662497	3343	7217	1100.7	513
EOG093602EU	Fragmented	1106081	1	8524	599.5	359
EOG093602F2	Complete	2246664	4934	8807	1015.6	556
EOG093602FO	Complete	8657478	9906	12840	1216.3	720
EOG093602GP	Missing
EOG093602H1	Complete	3473027	44	7565	1267.2	625
EOG093602HL	Complete	4918016	56	7901	1374.3	694
EOG093602I0	Fragmented	4261922	745	2651	653.5	361
EOG093602IG	Complete	8662534	106	9516	1360.0	846
EOG093602K0	Fragmented	8627792	1	5954	355.2	235
EOG093602KH	Complete	1889343	53	4974	1332.7	689
EOG093602KV	Complete	7613887	1	8953	1038.5	689
EOG093602LT	Complete	8590375	1	4693	118.1	452
EOG093602MY	Missing
EOG093602N6	Complete	8597144	2006	3904	868.2	491
EOG093602O1	Complete	8575520	424	3617	481.2	402
EOG093602OJ	Complete	8638629	66	4566	956.5	669
EOG093602PW	Complete	3684073	21	2446	879.1	583
EOG093602QH	Complete	8584642	874	3717	1208.6	651
EOG093602QV	Complete	8604357	919	6737	1444.3	699
EOG093602RY	Missing
EOG093602S0	Missing
EOG093602SP	Complete	6190550	902	4110	1012.9	694
EOG093602SW	Duplicated	8633707	3156	6005	471.9	669
EOG093602SW	Duplicated	8675570	56	3470	504.0	734
EOG093602T8	Missing
EOG093602TY	Missing
EOG093602U5	Complete	2111140	226	2920	1191.1	663
EOG093602UL	Missing
EOG093602V4	Missing
EOG093602VC	Complete	8419677	2	1969	1150.2	619
EOG093602VE	Complete	8533275	1	8142	700.0	484
EOG093602VI	Complete	3797418	1162	3537	1150.7	648
EOG093602WA	Complete	8591766	5007	7377	1058.2	669
EOG093602X4	Complete	1004311	1202	4531	894.2	636
EOG093602XV	Missing
EOG093602XZ	Complete	4517462	1117	4037	1141.5	685
EOG093602Y5	Missing
EOG093602Y9	Fragmented	8600732	1	6197	834.7	457
EOG093602YD	Complete	939867	1	4027	865.1	547
EOG093602Z8	Missing
EOG093602ZN	Missing
EOG09360300	Complete	8586987	2186	4510	903.7	523
EOG09360317	Fragmented	8673306	1	10430	1202.5	575
EOG0936031D	Complete	8559832	966	7124	983.0	679
EOG0936031Y	Complete	840956	1290	4909	1323.2	786
EOG0936032C	Missing
EOG0936032P	Fragmented	5014565	1	1689	938.5	544
EOG0936033H	Missing
EOG0936033V	Fragmented	7342196	1	5183	302.3	195
EOG09360353	Complete	8662648	1086	6896	1124.9	693
EOG09360358	Fragmented	8645861	3502	5770	521.2	273
EOG0936035H	Missing
EOG0936035T	Missing
EOG0936035U	Complete	8547644	1215	5834	900.3	497
EOG0936036G	Missing
EOG0936036H	Complete	6255832	66	2288	1056.1	615
EOG0936036V	Complete	8288686	146	9309	1107.3	800
EOG0936037E	Complete	8530028	806	3687	939.3	506
EOG0936037T	Complete	3304445	1	6727	767.2	751
EOG0936037Y	Complete	8650257	1	2276	331.8	262
EOG09360383	Missing
EOG0936038D	Fragmented	2606526	1	4303	936.6	475
EOG0936038M	Fragmented	651040	25	2186	396.9	231
EOG0936038S	Missing
EOG0936038Z	Complete	8337399	2212	4714	1146.7	725
EOG09360391	Complete	7434786	1	6787	1018.9	584
EOG09360394	Missing
EOG093603DJ	Missing
EOG093603DO	Complete	8652023	2150	4887	1137.6	988
EOG093603EX	Complete	15074	1	2977	1088.7	626
EOG093603F5	Fragmented	6981262	86	3105	906.9	517
EOG093603FC	Missing
EOG093603FG	Missing
EOG093603FS	Complete	2486175	4061	7647	1032.7	634
EOG093603GP	Missing
EOG093603H7	Missing
EOG093603HD	Complete	8604284	1371	5327	1194.4	604
EOG093603I2	Complete	3648547	625	3567	982.9	558
EOG093603IB	Missing
EOG093603IM	Complete	7660392	313	2640	1033.2	630
EOG093603J1	Fragmented	1719885	259	2282	997.9	502
EOG093603J5	Complete	8565874	2236	4621	919.6	626
EOG093603JD	Duplicated	5538112	336	2760	540.6	628
EOG093603JD	Duplicated	6452865	436	2954	577.7	639
EOG093603JD	Duplicated	791243	226	2789	588.4	634
EOG093603K3	Fragmented	8673492	1	2861	642.6	363
EOG093603K7	Complete	8547699	350	2239	589.9	357
EOG093603K9	Missing
EOG093603KJ	Complete	8601949	403	2587	942.3	567
EOG093603LQ	Missing
EOG093603M5	Missing
EOG093603MT	Missing
EOG093603NH	Fragmented	536828	293	4754	645.2	363
EOG093603OJ	Fragmented	8567276	892	4541	772.9	488
EOG093603OL	Missing
EOG093603OR	Complete	1781602	3744	10087	1194.3	745
EOG093603OV	Complete	8628326	1	5541	1090.7	636
EOG093603PK	Fragmented	8529707	1	11072	227.1	156
EOG093603PO	Complete	8667739	1856	11157	691.6	420
EOG093603PW	Missing
EOG093603QH	Missing
EOG093603QQ	Complete	7454958	94	6687	1125.5	600
EOG093603QT	Complete	8655354	1575	3714	1018.8	578
EOG093603RD	Complete	8666211	1746	22147	850.7	477
EOG093603RW	Fragmented	1024215	1	3790	676.4	420
EOG093603SM	Complete	8567648	318	3625	1015.3	602
EOG093603SR	Fragmented	8558957	1	4473	788.6	378
EOG093603SX	Missing
EOG093603T3	Complete	8608989	479	3144	1097.3	622
EOG093603TE	Complete	2701154	1	5590	706.9	423
EOG093603UO	Missing
