# BUSCO version is: 3.0.2 
# The lineage dataset is: embryophyta_odb9 (Creation date: 2016-02-13, number of species: 30, number of BUSCOs: 1440)
# To reproduce this run: python /opt/linux/centos/7.x/x86_64/pkgs/busco/3.0.2/scripts/run_BUSCO.py -i /rhome/arajewski/bigdata/Datura/2_ABySS/k_99/Dstr_v1.3_k99-scaffolds.fa -o Dstr_v1.3_k99 -l /srv/projects/db/BUSCO/v9/embryophyta_odb9/ -m genome -c 16 -z -sp tomato
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG09360002	Complete	7847775	1	13043	5027.1	2487
EOG0936000A	Fragmented	1301822	1	7998	3205.1	1821
EOG0936001N	Complete	7845881	513	12437	3091.9	1554
EOG0936001W	Complete	8041042	1	6865	1854.1	1121
EOG09360025	Complete	8044562	1	13319	2136.8	1131
EOG0936003Z	Complete	7989315	727	13817	1758.2	1320
EOG0936004R	Complete	7859112	1	6497	1201.4	767
EOG0936004W	Fragmented	8014185	1	6063	1445.6	763
EOG0936008E	Complete	7915662	1	7977	384.7	326
EOG0936008K	Complete	8019637	466	6067	2453.5	1149
EOG09360091	Fragmented	7954005	1	5520	1691.7	999
EOG0936009W	Complete	7869438	76	4613	1015.9	688
EOG093600CA	Complete	7947443	788	5327	2365.6	1144
EOG093600CH	Missing
EOG093600CL	Complete	7894092	1	9047	959.7	583
EOG093600DF	Missing
EOG093600DJ	Fragmented	2875217	1	6796	1196.2	588
EOG093600DL	Complete	8046698	1875	8617	1884.1	1120
EOG093600EH	Complete	7998280	379	8064	1995.2	1087
EOG093600FR	Complete	8013005	1	5056	804.7	582
EOG093600G6	Complete	8042474	1	7509	1045.1	953
EOG093600GM	Fragmented	2561095	404	3992	1726.8	958
EOG093600H1	Fragmented	7845711	3167	10199	771.2	449
EOG093600IQ	Complete	7847319	1783	10873	1943.9	1103
EOG093600K5	Complete	5776246	1	6152	1334.0	764
EOG093600LV	Fragmented	4355156	1267	7408	702.6	447
EOG093600N9	Complete	8042122	1886	7082	974.2	688
EOG093600NS	Missing
EOG093600O6	Fragmented	1818181	1452	6040	1043.5	745
EOG093600OF	Fragmented	8014779	287	5201	762.2	341
EOG093600ON	Complete	7987775	1490	16907	1685.3	960
EOG093600OU	Fragmented	7908930	6858	14361	806.0	445
