# BUSCO version is: 3.0.2 
# The lineage dataset is: embryophyta_odb9 (Creation date: 2016-02-13, number of species: 30, number of BUSCOs: 1440)
# To reproduce this run: python /opt/linux/centos/7.x/x86_64/pkgs/busco/3.0.2/scripts/run_BUSCO.py -i /rhome/arajewski/bigdata/Datura/2_ABySS/k_101/Dstr_v1.3_k101-scaffolds.fa -o Dstr_v1.3_k101 -l /srv/projects/db/BUSCO/v9/embryophyta_odb9/ -m genome -c 16 -z -sp tomato
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG09360002	Complete	7652533	1486	14427	5003.7	2476
EOG0936000A	Fragmented	6734733	1	7998	3205.1	1821
EOG0936001N	Complete	7706777	1	12377	3091.8	1554
EOG0936001W	Complete	7660243	1	6865	1854.1	1121
EOG09360025	Complete	7634561	1	12583	2117.1	1107
EOG0936003Z	Complete	7612166	1	13687	1758.3	1320
EOG0936004R	Complete	7695587	1	6497	1201.4	767
EOG0936004W	Complete	3176251	133	14507	1927.3	1184
EOG0936008E	Complete	7543421	956	8809	386.3	327
EOG0936008K	Complete	7594586	5559	11157	2453.5	1149
EOG09360091	Fragmented	7504652	1	5520	1700.0	1018
EOG0936009W	Complete	7601214	1474	6007	1015.9	688
EOG093600CA	Complete	7517652	788	5327	2365.6	1144
EOG093600CH	Missing
EOG093600CL	Complete	7505087	1	9947	1042.2	631
EOG093600DF	Missing
EOG093600DJ	Fragmented	7143644	1	6796	1121.8	548
EOG093600DL	Complete	7663891	5576	12815	1884.1	1120
EOG093600EH	Complete	454758	379	8065	1995.2	1087
EOG093600FR	Complete	7549004	1	3997	808.2	586
EOG093600G6	Complete	7661945	1	7509	1045.1	953
EOG093600GM	Fragmented	1622005	404	3992	1726.8	958
EOG093600H1	Fragmented	7524150	788	7820	688.5	410
EOG093600IQ	Complete	7605699	1783	10873	1943.9	1103
EOG093600K5	Complete	5249875	1	6152	1334.0	764
EOG093600LV	Fragmented	27074	1267	7852	702.6	447
EOG093600N9	Complete	7720104	1888	7084	974.2	688
EOG093600NS	Missing
EOG093600O6	Missing
EOG093600OF	Fragmented	7632939	6251	11165	762.2	341
EOG093600ON	Complete	7511315	589	12768	1697.6	961
EOG093600OU	Fragmented	7660609	1	7605	806.0	445
EOG093600P5	Complete	7603608	495	6334	1045.9	770
EOG093600PE	Complete	7742145	53	7210	2286.0	1131
EOG093600QB	Complete	7535589	941	7591	1086.2	728
EOG093600R5	Missing
EOG093600SL	Missing
EOG093600SS	Fragmented	7734480	1	4773	1135.5	694
EOG093600SY	Fragmented	6868236	439	2561	1002.4	446
EOG093600T6	Complete	7529742	836	16503	1211.6	847
EOG093600T8	Complete	2285807	1781	4092	653.3	519
EOG093600TY	Missing
EOG093600TZ	Complete	7718917	1	11867	527.5	379
EOG093600U4	Complete	7701109	244	3530	308.2	882
EOG093600U9	Missing
EOG093600UX	Missing
EOG093600W2	Missing
EOG093600WS	Complete	7650703	136	3520	1360.3	877
EOG093600X9	Fragmented	7657526	1	5120	872.8	610
EOG093600XL	Complete	7080241	629	4057	1719.1	974
EOG093600YH	Complete	7642187	156	3882	1439.2	905
EOG093600ZL	Complete	7735128	1265	5800	1431.8	841
EOG0936011P	Fragmented	7514377	1	11447	533.2	377
EOG0936011U	Complete	7621400	2002	16397	1328.0	849
EOG0936011V	Complete	7541202	1	5468	766.1	462
EOG09360146	Complete	7578469	3735	6737	1524.5	830
EOG09360155	Missing
EOG0936015N	Complete	7577063	1199	4670	1378.8	959
EOG0936017C	Missing
EOG0936017K	Missing
EOG09360199	Complete	7705648	2067	4815	1412.2	738
EOG0936019N	Complete	7551364	2249	5767	763.8	773
EOG0936019X	Complete	7716045	453	6447	1135.1	617
EOG093601AL	Missing
EOG093601AN	Fragmented	7567883	750	10026	511.4	386
EOG093601CE	Fragmented	7567750	924	6175	1066.1	558
EOG093601CM	Complete	7696727	312	6027	533.9	568
EOG093601CX	Complete	7708953	764	6267	1396.9	898
EOG093601DT	Missing
EOG093601FF	Missing
EOG093601FH	Complete	7697835	1	11955	1755.2	1038
EOG093601G4	Complete	7738410	916	5054	1322.7	733
EOG093601IB	Complete	5342430	336	4096	1256.3	800
EOG093601IL	Complete	7618468	168	9042	1759.1	983
EOG093601IV	Complete	6218300	1	3577	533.5	267
EOG093601IY	Complete	7558268	379	6247	1106.6	780
EOG093601KV	Complete	71324	566	7657	1439.0	828
EOG093601KY	Complete	7690762	5066	7967	1362.8	762
EOG093601LZ	Complete	7573173	1	3512	351.3	185
EOG093601M6	Complete	7719657	1	6955	719.8	542
EOG093601MF	Complete	7725286	2433	9477	1929.1	1101
EOG093601MT	Complete	7707488	579	6107	930.2	736
EOG093601NK	Complete	7509488	675	10231	1439.9	817
EOG093601NU	Complete	7707309	1302	8887	1479.2	922
EOG093601OK	Complete	7532772	1075	3904	1359.9	742
EOG093601PF	Complete	7590670	216	11934	1598.0	806
EOG093601PJ	Missing
EOG093601PV	Complete	7631365	1	7307	982.8	487
EOG093601Q7	Complete	7677285	1	5305	701.7	663
EOG093601QL	Complete	7604159	4081	16857	1430.7	850
EOG093601SL	Complete	7668991	424	12521	1265.3	945
EOG093601SQ	Complete	7527166	475	7777	1359.4	747
EOG093601T9	Complete	7651681	636	5976	1131.1	586
EOG093601TO	Complete	7672325	843	6337	1115.8	566
EOG093601TR	Complete	7626425	5276	10266	1130.2	785
EOG093601U2	Complete	7564560	298	4007	1159.3	766
EOG093601UA	Complete	4913213	756	8802	1206.5	687
EOG093601UC	Missing
EOG093601V0	Missing
EOG093601VD	Complete	2673213	536	3207	1333.5	763
EOG093601WC	Missing
EOG093601XR	Complete	7534802	7036	13551	848.0	522
EOG093601Y2	Missing
EOG093601Y6	Complete	5941707	1756	5577	1233.7	775
EOG09360205	Complete	7685073	1233	4267	1157.1	720
EOG0936020C	Complete	927829	3205	7507	1180.1	702
EOG0936020T	Complete	7591418	226	6747	1608.3	806
EOG0936021K	Complete	7537362	9358	12207	1119.7	736
EOG09360236	Complete	2869240	686	6037	719.6	416
EOG0936023S	Complete	7566705	2321	10157	1446.8	859
EOG0936024P	Fragmented	7730830	361	3423	739.9	373
EOG0936024U	Complete	5936665	2280	6747	600.3	382
EOG09360254	Complete	7688655	4919	7737	1118.6	696
EOG09360259	Complete	7691755	3046	5863	1167.2	684
EOG0936025H	Complete	7681211	1	5107	1213.3	688
EOG0936025L	Complete	7638072	848	9717	1245.4	792
EOG0936026P	Complete	7729048	399	3213	999.7	701
EOG0936026R	Complete	7666659	1088	7709	598.9	539
EOG0936026Z	Complete	7704615	3334	6057	1068.1	692
EOG0936027I	Complete	7692739	1643	4447	1083.4	654
EOG0936028K	Complete	7619387	1	7737	718.2	548
EOG0936028O	Complete	446609	1	4632	288.1	355
EOG0936028V	Complete	7680771	3516	6407	1054.3	699
EOG09360296	Missing
EOG093602A0	Complete	7609455	1	5267	1417.3	719
EOG093602C3	Complete	7595161	414	4014	984.5	605
EOG093602CL	Fragmented	3132097	120	2311	679.5	497
EOG093602E8	Missing
EOG093602EO	Complete	7729224	1	4857	1110.1	522
EOG093602EU	Complete	7545043	246	15090	1380.6	768
EOG093602F2	Complete	1214027	7452	10207	1015.6	556
EOG093602FO	Complete	7574569	1	3657	1216.3	720
EOG093602GP	Missing
EOG093602H1	Complete	5770751	44	7565	1267.2	625
EOG093602HL	Complete	6035990	709	8557	1374.3	694
EOG093602I0	Fragmented	7540352	160	3176	796.4	445
EOG093602IG	Complete	7525007	1	9457	1358.0	844
EOG093602K0	Complete	7556520	245	21901	1034.2	651
EOG093602KH	Complete	7705858	53	4974	1332.7	689
EOG093602KV	Complete	7534344	1	8893	1038.5	689
EOG093602LT	Complete	7638583	2272	9264	114.0	576
EOG093602MY	Missing
EOG093602N6	Complete	7712748	887	2757	868.2	491
EOG093602O1	Complete	7507140	8	4727	499.4	412
EOG093602OJ	Complete	7555423	66	4566	956.5	669
EOG093602PW	Complete	7540369	2032	5847	921.1	652
EOG093602QH	Complete	7523493	4056	6895	1208.6	651
EOG093602QV	Complete	7597036	246	6068	1444.3	699
EOG093602RY	Missing
EOG093602S0	Missing
EOG093602SP	Complete	7707806	4726	7700	1012.9	694
EOG093602SW	Complete	7725675	1	3867	945.5	635
EOG093602T8	Missing
EOG093602TY	Missing
EOG093602U5	Complete	6740495	1140	3847	1191.1	663
EOG093602UL	Missing
EOG093602V4	Missing
EOG093602VC	Complete	3956524	1	2977	1177.8	637
EOG093602VE	Complete	7686116	1	8568	700.0	484
EOG093602VI	Complete	6596232	1162	3537	1150.7	648
EOG093602WA	Complete	7535992	6557	8927	1058.2	669
EOG093602X4	Complete	7617934	1202	4531	894.2	636
EOG093602XV	Complete	3876496	2719	5085	980.6	616
EOG093602XZ	Complete	7568800	296	3112	1141.5	685
EOG093602Y5	Missing
EOG093602Y9	Complete	7709009	225	11403	1137.3	630
EOG093602YD	Complete	7528399	123	4887	1056.2	640
EOG093602Z8	Fragmented	7557580	166	9339	690.6	370
EOG093602ZN	Complete	7526099	456	8337	920.7	583
EOG09360300	Complete	7604830	1778	4637	903.7	523
EOG09360317	Fragmented	7736374	1	10430	1040.6	526
EOG0936031D	Complete	7613177	551	6557	983.0	679
EOG0936031Y	Complete	7572411	1	4457	1322.9	786
EOG0936032C	Missing
EOG0936032P	Complete	6978091	116	4248	1264.4	800
EOG0936033H	Complete	7706554	392	3212	993.4	691
EOG0936033V	Complete	7550318	1	8561	364.8	247
EOG09360353	Complete	7602692	1	5987	1124.8	693
EOG09360358	Complete	7717187	3418	5647	305.7	314
EOG0936035H	Complete	7574385	356	2849	965.1	549
EOG0936035T	Fragmented	4137444	63	1982	945.9	514
EOG0936035U	Complete	4373786	1	5957	1040.1	559
EOG0936036G	Missing
EOG0936036H	Complete	7738963	5162	7967	1259.9	702
EOG0936036V	Missing
EOG0936037E	Complete	7551167	806	3577	939.3	506
EOG0936037T	Complete	7704001	1	12507	862.9	773
EOG0936037Y	Fragmented	7549668	1	2276	329.5	255
EOG09360383	Missing
EOG0936038D	Fragmented	7523710	1	4706	955.7	474
EOG0936038M	Fragmented	7706076	1	3676	563.0	345
EOG0936038S	Fragmented	7591758	994	3387	900.0	476
EOG0936038Z	Complete	7522406	7831	10333	1146.7	725
EOG09360391	Complete	7599713	946	7101	1021.9	586
EOG09360394	Complete	7569751	998	23519	592.1	572
EOG093603DJ	Missing
EOG093603DO	Complete	7556018	2150	4887	1137.6	988
EOG093603EX	Complete	7503812	1	2977	1088.7	626
EOG093603F5	Fragmented	6488050	86	3695	906.2	518
EOG093603FC	Fragmented	7536383	1	5704	787.8	402
EOG093603FG	Complete	7707849	990	3287	993.8	608
EOG093603FS	Complete	7682536	1072	4079	1032.7	634
EOG093603GP	Missing
EOG093603H7	Complete	1674198	616	3047	952.8	602
EOG093603HD	Complete	7541320	1371	7307	1193.9	604
EOG093603I2	Complete	7709428	625	3567	982.9	558
EOG093603IB	Missing
EOG093603IM	Complete	2719065	313	2640	1033.2	630
EOG093603J1	Complete	7560256	1	5644	1222.5	650
EOG093603J5	Complete	7527687	2379	4747	919.6	626
EOG093603JD	Duplicated	4403691	336	2760	540.6	628
EOG093603JD	Duplicated	6994073	226	2789	588.4	634
EOG093603JD	Duplicated	7541948	923	3617	577.7	639
EOG093603K3	Complete	7701623	1956	8147	1087.0	621
EOG093603K7	Complete	7577866	6252	8141	589.9	357
EOG093603K9	Complete	7634685	1798	9578	939.4	752
EOG093603KJ	Complete	7552224	291	2337	942.3	567
EOG093603LQ	Missing
EOG093603M5	Missing
EOG093603MT	Missing
EOG093603NH	Fragmented	7510885	1	4754	642.3	360
EOG093603OJ	Complete	7731977	642	5837	879.5	565
EOG093603OL	Missing
EOG093603OR	Complete	7673988	206	6547	1194.3	745
EOG093603OV	Complete	2143247	40	2846	1090.8	636
EOG093603PK	Complete	7546218	273	3327	282.3	227
EOG093603PO	Complete	7576030	1796	11097	691.6	420
EOG093603PW	Missing
EOG093603QH	Missing
EOG093603QQ	Complete	2501686	94	6687	1125.5	600
EOG093603QT	Complete	6365375	1308	3447	1018.8	578
EOG093603RD	Complete	7609500	15126	23568	963.3	566
EOG093603RW	Complete	7714903	1	7727	1024.5	636
EOG093603SM	Complete	7722180	5719	9507	1015.3	602
EOG093603SR	Missing
EOG093603SX	Missing
EOG093603T3	Complete	7644520	533	3198	1097.3	622
EOG093603TE	Complete	4266077	1	11227	1137.2	754
EOG093603UO	Missing
EOG093603UU	Fragmented	7505243	1	9616	334.3	180
EOG093603UW	Complete	1991679	864	5167	624.1	619
EOG093603VH	Complete	3451820	1	9209	836.2	785
EOG093603VX	Complete	2492160	116	3483	843.5	470
EOG093603VZ	Missing
EOG093603W4	Missing
EOG093603W7	Missing
EOG093603WH	Complete	781045	566	3121	1047.4	665
EOG093603WZ	Missing
EOG093603XJ	Complete	7679019	1	4463	461.9	738
EOG093603XO	Fragmented	7512734	1	1790	479.9	351
EOG093603YN	Complete	7507034	1	13233	871.3	529
EOG093603Z1	Complete	7661342	1	5154	614.0	303
EOG093603ZW	Missing
EOG0936040G	Complete	7659942	3296	7647	1126.8	631
EOG0936041E	Complete	7546215	2876	5076	821.5	509
EOG0936041M	Missing
EOG0936041Q	Missing
EOG0936041Y	Fragmented	103198	1	5195	926.3	464
EOG09360424	Complete	7546364	166	3284	879.0	574
EOG0936042H	Complete	7671740	3456	8702	715.2	442
EOG0936042R	Complete	7579189	306	2778	1037.8	600
EOG09360439	Fragmented	7120839	1	4087	329.3	176
EOG0936043P	Complete	7515374	1522	7417	913.2	549
EOG0936043U	Complete	7692156	1320	4957	1255.6	553
EOG0936044V	Complete	7721452	152	5721	887.1	551
EOG0936045K	Complete	2268088	696	3186	869.5	544
EOG0936046G	Complete	7654383	1400	5097	1050.3	568
EOG0936047E	Fragmented	7594842	3431	6813	714.5	355
EOG0936048K	Missing
EOG09360490	Complete	7737718	1	4487	922.5	551
EOG0936049L	Complete	7059143	2040	4337	970.8	567
EOG093604AJ	Complete	7525529	1	4871	583.5	374
EOG093604B8	Complete	7593601	1	8114	1147.3	649
